Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,County,Constituency,Sub-Location,Spatial Reference Method,Facility Type,Agency,Geolocation,Facility Type NAME
0,ST MARY'S KAPSOYA DISP,0,RIFT VALLEY,UASIN GISHU,MUNICIPALITY,,,,,,4,MISS,"(0E-11, 0E-11)",Dispensary
0,TEGEGO DISP,0,RIFT VALLEY,UASIN GISHU,SOY,,,,,,4,MISS,"(0E-11, 0E-11)",Dispensary
70,TEMAC DISP,0,RIFT VALLEY,UASIN GISHU,,,,,,,4,MISS,"(0E-11, 0E-11)",Dispensary
71,TILIL DISP,0,RIFT VALLEY,UASIN GISHU,,,,,,,4,MISS,"(0E-11, 0E-11)",Dispensary
59,SEKERR DISP,2199,RIFT VALLEY,WEST POKOT,,,,,,,4,MISS,"(0E-11, 0E-11)",Dispensary
0,MAKUTANO DISP,0,WESTERN,BUNGOMA,TONGAREN,,,,,,4,MOH,"(0E-11, 0E-11)",Dispensary
0,MIHUU DISP,0,WESTERN,BUNGOMA,NDIVISI,CHETAMBE,,,MIHUU,,4,MOH,"(0E-11, 0E-11)",Dispensary
41,MITUA (FRIENDS) DISP,3195,WESTERN,BUNGOMA,,,,,,,4,MISS,"(0E-11, 0E-11)",Dispensary
0,MUKHE DISP,0,WESTERN,BUNGOMA,WEBUYE,MISIKHU,,,MISIKHU,,4,MOH,"(0E-11, 0E-11)",Dispensary
43,MUKHUNI DISP,0,WESTERN,BUNGOMA,,,,,,,4,MISS,"(0E-11, 0E-11)",Dispensary
0,ST DOMIANO DISP,0,WESTERN,BUNGOMA,KANDUYI,TOWNSHIP,,,TOWNSHIP,,4,MISS,"(0E-11, 0E-11)",Dispensary
54,ST LUKES CPK DISP,3124,WESTERN,BUNGOMA,,,,,,,4,MISS,"(0E-11, 0E-11)",Dispensary
0,BULWANI DISP,0,WESTERN,BUSIA,BUDALANGI,,,,,,4,MOH,"(0E-11, 0E-11)",Dispensary
0,BURINDA DISP,0,WESTERN,BUSIA,BUTULA,,,,,,4,MOH,"(0E-11, 0E-11)",Dispensary
0,BUTMUTIRU DISP,0,WESTERN,BUSIA,BUTULA,MARACHI CENTRAL,,,,,4,MOH,"(0E-11, 0E-11)",Dispensary
0,MUNONGO DISP,0,WESTERN,BUSIA,MATAYOS,BUKHAYO WEST,,,MUNDIKA,,4,MOH,"(0E-11, 0E-11)",Dispensary
0,SISENYE DISP,0,WESTERN,BUSIA,BUDALANGI,,,,,,4,MOH,"(0E-11, 0E-11)",Dispensary
8,EBURULI CPK DISP,3280,WESTERN,BUTERE/MUMIAS,,,,,,,4,MISS,"(0E-11, 0E-11)",Dispensary
12,ENANGA (BAPTIST) DISP,2274,WESTERN,BUTERE/MUMIAS,,,,,,,4,MISS,"(0E-11, 0E-11)",Dispensary
0,ESHIMUKOKO DISP,0,WESTERN,BUTERE/MUMIAS,BUTERE,NORTH MARAMA,,,INAYA,,4,MOH,"(0E-11, 0E-11)",Dispensary
0,ESHISABA AIC DISP,0,WESTERN,BUTERE/MUMIAS,BUTERE,LUNZA,,,LUNZA,,4,MISS,"(0E-11, 0E-11)",Dispensary
27,MUKHOMBE DISP,0,WESTERN,BUTERE/MUMIAS,,,,,,,4,MISS,"(0E-11, 0E-11)",Dispensary
34,MUSANGO DISP,0,WESTERN,BUTERE/MUMIAS,,,,,,,4,MISS,"(0E-11, 0E-11)",Dispensary
8,BUTOBE DISP,0,WESTERN,KAKAMEGA,,,,,,,4,MISS,"(0E-11, 0E-11)",Dispensary
0,CHIMOI DISP,0,WESTERN,KAKAMEGA,KABRAS,CHIMOI,,,CHIMOI,,4,MISS,"(0E-11, 0E-11)",Dispensary
12,EBURULI DISP,0,WESTERN,KAKAMEGA,,,,,,,4,MISS,"(0E-11, 0E-11)",Dispensary
14,EMAHOLA (COG) DISP,3203,WESTERN,KAKAMEGA,,,,,,,4,MISS,"(0E-11, 0E-11)",Dispensary
15,EMATETE (CPK) DISP,3204,WESTERN,KAKAMEGA,,,,,,,4,MISS,"(0E-11, 0E-11)",Dispensary
24,KAKAMEGA FOREST DISP,2280,WESTERN,KAKAMEGA,SHINYALU,SHIBUYE,KAKAMEGA,SHINYALU,VIRHEMBE,AMKENI,4,MOH,"(0.23579800000, 34.86755300000)",Dispensary
27,KHARANDA DISP,3830,WESTERN,KAKAMEGA,NAVAKHOLO,BUNYALA WEST,KAKAMEGA,SHINYALU,SIDIKHO,AMKENI,4,MOH,"(0.44168500000, 34.63680800000)",Dispensary
29,KUVASALI DISP,778,WESTERN,KAKAMEGA,KABRAS,KABRAS EAST,KAKAMEGA,SHINYALU,CHIMUCHE,AMKENI,4,MOH,"(0.42105800000, 34.94321800000)",Dispensary
30,LUTASO CATHOLIC DISP,2283,WESTERN,KAKAMEGA,KABRAS,KABRAS WEST,KAKAMEGA,SHINYALU,BURUNDU,DSA/DFH(MOH)-UNFPA REPORT,4,MISS,"(0.44562800000, 34.74430000000)",Dispensary
31,MAENDELEO YA WANAWAKE DISP,3552,WESTERN,KAKAMEGA,MUNICIPALITY,BUKHUNGU,KAKAMEGA,SHINYALU,SHIRERE,ILRI TOWNS,4,NGO,"(0.27458900000, 34.76403000000)",Dispensary
34,MUKHURU BAPTIST DISP,3207,WESTERN,KAKAMEGA,ILEHO,IVIHIGA,KAKAMEGA,SHINYALU,LUNYU,AMKENI,4,MISS,"(0.24603900000, 34.96088300000)",Dispensary
36,MUSANDA CPK DISP,0,WESTERN,KAKAMEGA,IKOLOMANI,SHISERE,KAKAMEGA,SHINYALU,MUTAHO,ILRI MKT CENTRES,4,MISS,"(0.22276000000, 34.64426000000)",Dispensary
37,MUSOLI CATHOLIC DISP,2290,WESTERN,KAKAMEGA,IKOLOMANI,SHISERE,KAKAMEGA,SHINYALU,SHIKULU,DSA/DFH(MOH)-UNFPA REPORT,4,MISS,"(0.21520900000, 34.66720000000)",Dispensary
38,NAMAGARA DISP,3661,WESTERN,KAKAMEGA,KABRAS,SHIVANGA,KAKAMEGA,SHINYALU,FUVUYE,AMKENI,4,MOH,"(0.50423400000, 34.87851800000)",Dispensary
40,NZOIA DISP,4209,WESTERN,KAKAMEGA,LURAMBI,BUTSOTSO NORTH,KAKAMEGA,SHINYALU,SHIKOMARI,ILRI MKT CENTRES,4,MISS,"(0.32379000000, 34.65654300000)",Dispensary
41,SAVANE DISP,4219,WESTERN,KAKAMEGA,IKOLOMANI,SHIRUMBA,KAKAMEGA,SHINYALU,SHITOLI,AMKENI,4,MOH,"(0.17000000000, 34.72381500000)",Dispensary
44,SHIHOME DISP,3279,WESTERN,KAKAMEGA,KABRAS,KABRAS SOUTH,KAKAMEGA,SHINYALU,SHIANDA(KK),AMKENI,4,MOH,"(0.39138300000, 34.79209200000)",Dispensary
45,SHIKOKHO DISP,4220,WESTERN,KAKAMEGA,IKOLOMANI,IGUHU,KAKAMEGA,SHINYALU,SAVANE,ILRI MKT CENTRES,4,MISS,"(0.17517200000, 34.79647200000)",Dispensary
47,SHIKUSI DISP,4647,WESTERN,KAKAMEGA,SHINYALU,KHAYEGA,KAKAMEGA,SHINYALU,LUGOSE,AMKENI,4,MOH,"(0.20371400000, 34.79913000000)",Dispensary
48,SHISESO DISP,0,WESTERN,KAKAMEGA,IKOLOMANI,SHISERE,KAKAMEGA,SHINYALU,SHIMANYIRO,DSA/DFH(MOH)-UNFPA REPORT,4,MISS,"(0.25799800000, 34.70200000000)",Dispensary
50,SHIVANGA DISP,4227,WESTERN,KAKAMEGA,KABRAS,SHIVANGA,KAKAMEGA,SHINYALU,SHIVANGA,AMKENI,4,MOH,"(0.53217700000, 34.84642800000)",Dispensary
51,SINGO DISP,2338,WESTERN,KAKAMEGA,NAVAKHOLO,BUNYALA WEST,KAKAMEGA,SHINYALU,LUSUMU,DSA/DFH(MOH)-UNFPA REPORT,4,MOH,"(0.36530300000, 34.62690000000)",Dispensary
52,SIRWA MISSION DISP,2297,WESTERN,KAKAMEGA,IKOLOMANI,IGUHU,KAKAMEGA,SHINYALU,SAVANE,ILRI VILLAGES,4,MISS,"(0.18000000000, 34.77000000000)",Dispensary
53,SIVILIE DISP,2298,WESTERN,KAKAMEGA,NAVAKHOLO,BUNYALA EAST,KAKAMEGA,SHINYALU,SIVILIE,AMKENI,4,MOH,"(0.46958500000, 34.69667500000)",Dispensary
54,ST. JAMES EMATSAYI DISP,2019,WESTERN,KAKAMEGA,LURAMBI,BUKURA,KAKAMEGA,SHINYALU,ESHIBEYE,AMKENI,4,MISS,"(0.26801200000, 34.62184100000)",Dispensary
55,ST. JOSEPHS LUTASO DISP,0,WESTERN,KAKAMEGA,NAVAKHOLO,BUNYALA EAST,KAKAMEGA,SHINYALU,NAMIRAMA,AMKENI,4,MISS,"(0.44422700000, 34.71071100000)",Dispensary
58,ST. PIUS MUSOLI DISP,3277,WESTERN,KAKAMEGA,IKOLOMANI,ISULU,KAKAMEGA,SHINYALU,MUSOLI,AMKENI,4,MISS,"(0.20500700000, 34.66461200000)",Dispensary
59,ST. TERESA'S LUNGANYIRO DISP,3206,WESTERN,KAKAMEGA,NAVAKHOLO,BUNYALA WEST,KAKAMEGA,SHINYALU,SIDIKHO,ILRI MKT CENTRES,4,MISS,"(0.43846000000, 34.62926000000)",Dispensary
1,CHEKALINI DISP,4208,WESTERN,LUGARI/MALAVA,LUGARI,CHEKALINI,KAKAMEGA,SHINYALU,MUSEMBE,DHMT,4,MOH,"(0.61857400000, 34.90481700000)",Dispensary
2,KONGONI DISP,3276,WESTERN,LUGARI/MALAVA,LIKUYANI,KONGONI,KAKAMEGA,SHINYALU,KONGONI(LUGARI),AMKENI,4,MOH,"(0.78011600000, 35.12525500000)",Dispensary
3,KOROMAITI MISS. DISP.,2346,WESTERN,LUGARI/MALAVA,LUGARI,CHEKALINI,KAKAMEGA,SHINYALU,KOROMAITI,AMKENI,4,MISS,"(0.62800700000, 34.88434300000)",Dispensary
5,LUGARI FOREST DISP,2281,WESTERN,LUGARI/MALAVA,LUGARI,LUGARI,KAKAMEGA,SHINYALU,LUGARI,AMKENI,4,MOH,"(0.66327800000, 34.90692800000)",Dispensary
0,LWANDETI DISP,0,WESTERN,LUGARI/MALAVA,MATETE,LUANDETI,KAKAMEGA,SHINYALU,LUANDETI,DHMT,4,MISS,"(0.60574100000, 34.82932400000)",Dispensary
0,MUNYUKI DISP,0,WESTERN,LUGARI/MALAVA,LUGARI,LUMAKANDA,KAKAMEGA,SHINYALU,MUNYUKI,DHMT,4,MOH,"(0.63744600000, 34.94256300000)",Dispensary
0,NZOIA DISP,0,WESTERN,LUGARI/MALAVA,LIKUYANI,SINOKO,KAKAMEGA,SHINYALU,NZOIA(LUGARI),DHMT,4,MISS,"(0.87749500000, 35.02862500000)",Dispensary
10,SANGO DISP,2332,WESTERN,LUGARI/MALAVA,LIKUYANI,KONGONI,KAKAMEGA,SHINYALU,SANGO,AMKENI,4,MOH,"(0.72877800000, 35.07274700000)",Dispensary
0,SEREGEYA DISP,0,WESTERN,LUGARI/MALAVA,LIKUYANI,LIKUYANI,KAKAMEGA,SHINYALU,SEREGEYA,DHMT,4,MOH,"(0.68122800000, 35.09656800000)",Dispensary
0,SOY SAMBU DISP,0,WESTERN,LUGARI/MALAVA,LIKUYANI,KONGONI,KAKAMEGA,SHINYALU,MAWE TATU,DHMT,4,MOH,"(0.77483200000, 35.08448900000)",Dispensary
0,ST MARY'S DISP,0,WESTERN,LUGARI/MALAVA,LUGARI,MAUTUMA,KAKAMEGA,SHINYALU,MBAGARA,DHMT,4,MISS,"(0.73859900000, 34.99993700000)",Dispensary
11,TURBO FOREST DISP,2300,WESTERN,LUGARI/MALAVA,LIKUYANI,LIKUYANI,KAKAMEGA,SHINYALU,SEREGEYA,AMKENI,4,MOH,"(0.65858200000, 35.06033200000)",Dispensary
12,TURBO NYS DISP,2292,WESTERN,LUGARI/MALAVA,LIKUYANI,LIKUYANI,KAKAMEGA,SHINYALU,SEREGEYA,AMKENI,4,MOH,"(0.64193800000, 35.04969700000)",Dispensary
2,CHEPKUBE DISP,4386,WESTERN,MOUNT ELGON,CHEPTAIS,CHEPKUBE,BUNGOMA,KANDUYI,CHEPKUBE,1:50000 MAPS,4,MOH,"(0.83964900000, 34.43530000000)",Dispensary
4,CHESIKAKI DISP,3832,WESTERN,MOUNT ELGON,CHEPTAIS,CHESIKAK,BUNGOMA,KANDUYI,CHESIKAK,1:50000 MAPS,4,MOH,"(0.79979300000, 34.51590000000)",Dispensary
0,KABOYWO DISP,4661,WESTERN,MOUNT ELGON,KAPTAMA,CHEMOGE,BUNGOMA,KANDUYI,CHEMOGE,DHMT,4,MOH,"(0.84491200000, 34.76285500000)",Dispensary
0,KAMUNERU DISP,4662,WESTERN,MOUNT ELGON,KAPSOKWONY,KAMUNERU,BUNGOMA,KANDUYI,KAMUNERU,DHMT,4,MOH,"(0.82842000000, 34.64002100000)",Dispensary
5,KAPKATENY DISP,4385,WESTERN,MOUNT ELGON,KOPSIRO,KAPKATENY,BUNGOMA,KANDUYI,TOYWONDET,1:50000 MAPS,4,MOH,"(0.81251300000, 34.60330000000)",Dispensary
10,KOPSIRO DISP,2427,WESTERN,MOUNT ELGON,KOPSIRO,CHEPYUK,BUNGOMA,KANDUYI,CHEPYUK,DHMT,4,MOH,"(0.82494800000, 34.58706800000)",Dispensary
0,SACHO DISP,0,WESTERN,MOUNT ELGON,KAPSOKWONY,KAMUNERU,BUNGOMA,KANDUYI,SACHO,DHMT,4,MOH,"(0.80498500000, 34.63481300000)",Dispensary
0,TULKUT DISP,0,WESTERN,MOUNT ELGON,CHEPTAIS,SASURI,BUNGOMA,KANDUYI,SASURI,DHMT,4,MOH,"(0.81540100000, 34.49418300000)",Dispensary
1,AKCHELIST GSU CAMP DISP,4263,WESTERN,TESO,ANGURAI,KAKAPEL,BUSIA,TESO NORTH,KAKAPEL,DHMT,4,MOH,"(0.68417300000, 34.33541400000)",Dispensary
5,CHEMASIRI DISP,4265,WESTERN,TESO,ANGURAI,CHEMASIRI,BUSIA,TESO NORTH,CHEMASIRI,DHMT,4,MISS,"(0.74332700000, 34.38124900000)",Dispensary
11,LUKOLIS DISP,2246,WESTERN,TESO,AMUKURA,AREMIT,BUSIA,TESO NORTH,ODIOYI,DHMT,4,MOH,"(0.60294100000, 34.22650400000)",Dispensary
13,OBEKAI DISP,3272,WESTERN,TESO,AMUKURA,KALIWA,BUSIA,TESO NORTH,KALIWA(TESO),DHMT,4,MOH,"(0.50860300000, 34.24663700000)",Dispensary
3,BOYANI DISP,4003,WESTERN,VIHIGA,TIRIKI WEST,TAMBUA,VIHIGA,HAMISI,GAMALENGA,AMKENI,4,MISS,"(-0.01332500000, 34.73470900000)",Dispensary
16,HAMISI BAPTIST DISP,0,WESTERN,VIHIGA,TIRIKI WEST,BANJA,VIHIGA,HAMISI,KIPCHEKWEN,ILRI MKT CENTRES,4,MISS,"(0.07030000000, 34.79645600000)",Dispensary
23,LIKINDU DISP,4004,WESTERN,VIHIGA,VIHIGA,MUNGOMA,VIHIGA,HAMISI,VIGULU,AMKENI,4,MOH,"(0.01702700000, 34.65939800000)",Dispensary
79,MUSITINYI DISP,4640,WESTERN,VIHIGA,EMUHAYA,EAST BUNYORE,VIHIGA,HAMISI,EBUBAYI,AMKENI,4,MOH,"(0.05671300000, 34.65623800000)",Dispensary
81,NANDAYA DISP,4642,WESTERN,VIHIGA,SABATIA,CHAVAKALI,VIHIGA,HAMISI,VIYALO,DHMT,4,MOH,"(0.10000000000, 34.68000000000)",Dispensary
30,ROYAL MEDICAL CENTRE,0,WESTERN,VIHIGA,LUANDA,WEST BUNYORE,VIHIGA,HAMISI,EBUSIRALO,AMKENI,4,MISS,"(0.02114100000, 34.59005700000)",Dispensary
33,SHAMAKHOKHO DISP,2334,WESTERN,VIHIGA,TIRIKI EAST,SHAMAKHOKO,VIHIGA,HAMISI,JIVOLOLI,GPS,4,MOH,"(0.11385000000, 34.83064000000)",Dispensary
34,SHIRU DISP,1698,WESTERN,VIHIGA,TIRIKI EAST,SHAVIRINGA,VIHIGA,HAMISI,SHIRU,AMKENI,4,MOH,"(0.16166900000, 34.91163200000)",Dispensary
36,TIRIKI DISP,2299,WESTERN,VIHIGA,TIRIKI EAST,SHAVIRINGA,VIHIGA,HAMISI,MULUNDU(TIRIKI EAST),DSA/DFH(MOH)-UNFPA REPORT,4,MISS,"(0.14859200000, 34.83610000000)",Dispensary
0,AGRO CHEMICALS DISP,0,NYANZA,NYANDO,MUHORONI,GOD NYITHINDO,KISUMU,NYAKACH,OREGO,DHMT,4,PRIV,"(-0.13399000000, 35.15795200000)",Dispensary
85,GITARU PRIVATE DISP,0,CENTRAL,KIAMBU,KIKUYU,MUGUGA,KIAMBU,GATUNDU NORTH,GITARU,SUBLOC CENTROID,4,PRIV,"(-1.23123100000, 36.67265500000)",Dispensary
107,MABROUKIE DISP,220,CENTRAL,KIAMBU,LIMURU,KARAMBAINI,KIAMBU,GATUNDU NORTH,MABROUKE,1:50000 MAPS,4,PRIV,"(-1.10360000000, 36.66620000000)",Dispensary
112,MUGUGA DISP,2442,CENTRAL,KIAMBU,KIKUYU,MUGUGA,KIAMBU,GATUNDU NORTH,MUGUGA,SUBLOC CENTROID,4,PRIV,"(-1.19762800000, 36.65971600000)",Dispensary
116,NYARA DISP,224,CENTRAL,KIAMBU,LIMURU,KARAMBAINI,KIAMBU,GATUNDU NORTH,KIAWAROGA,ILRI VILLAGES,4,PRIV,"(-1.08000000000, 36.68000000000)",Dispensary
118,RIUKI DISP,226,CENTRAL,KIAMBU,GITHUNGURI,IKINU,KIAMBU,GATUNDU NORTH,RIUKI,SUBLOC CENTROID,4,PRIV,"(-1.10211200000, 36.83040800000)",Dispensary
91,KUTUS DISP,287,CENTRAL,KIRINYAGA,NDIA,MWERUA,KIRINYAGA,GICHUGU,KIANJANG'A,GPS,4,PRIV,"(-0.57029000000, 37.23433000000)",Dispensary
3,GAKUYU DISP,0,CENTRAL,MURANGA,KIHARU,GATURI,MURANG'A,MATHIOYA,GAKUYU(MURANGA),DDP,4,PRIV,"(-0.64585200000, 37.08110000000)",Dispensary
58,BROOKE BOND DISP,3732,CENTRAL,NYANDARUA,SOUTH KINANGOP,NJABINI,NYANDARUA,KIPIPIRI,MURUAKI,DHMT,4,PRIV,"(-0.67662500000, 36.59253400000)",Dispensary
111,CALTEX CHILDRENS HOME DISP,3318,CENTRAL,NYERI,MUNICIPALITY,MUKARO,NYERI,KIENI,RURINGU,GPS,4,PRIV,"(-0.43822000000, 36.96272000000)",Dispensary
125,KIARUHIU DISP,465,CENTRAL,NYERI,TETU,KARUNDU,NYERI,KIENI,KIANJOGU(NYERI),ILRI VILLAGES,4,PRIV,"(-0.47000000000, 36.92000000000)",Dispensary
126,LABURA DISP,3812,CENTRAL,NYERI,KIENI WEST,MWIYONGO,NYERI,KIENI,LABURA,1:50000 MAPS,4,PRIV,"(-0.29114200000, 36.89112300000)",Dispensary
92,BULLEYS TANNERIES DISP,4735,CENTRAL,THIKA,MUNICIPALITY,THIKA MUNICIPALITY,KIAMBU,GATUNDU NORTH,BIASHARA,SUBLOC CENTROID,4,PRIV,"(-1.03233400000, 37.07084000000)",Dispensary
108,JACARANDA (CRF) DISP,202,CENTRAL,THIKA,RUIRU,RUIRU,KIAMBU,GATUNDU NORTH,RUIRU(THIKA),ILRI MKT CENTRE,4,PRIV,"(-1.14355900000, 36.95814200000)",Dispensary
111,JUJA EST DISP,204,CENTRAL,THIKA,RUIRU,JUJA,KIAMBU,GATUNDU NORTH,KIAORA,ILRI MKT CENTRE,4,PRIV,"(-1.10355800000, 37.01439700000)",Dispensary
120,MITUAMBIRI DISPENSARY,0,CENTRAL,THIKA,MUNICIPALITY,THIKA MUNICIPALITY,KIAMBU,GATUNDU NORTH,MAJENGO(THIKA),DDP,4,PRIV,"(-1.04090000000, 37.10570000000)",Dispensary
54,BANDARI SALAMA DISP,515,COAST,KILIFI,KIKAMBALA,JUNJU,KILIFI,KALOLENI,VIPINGO,ILRI VILLAGES,4,PRIV,"(-3.81000000000, 39.82000000000)",Dispensary
73,FURAHA DISP,3607,COAST,KILIFI,ARABUKO SOKOKE,ARABUKO SOKOKE,KILIFI,KALOLENI,ARABUKO SOKOKE FORES,ILRI VILLAGES,4,PRIV,"(-3.48000000000, 39.82000000000)",Dispensary
81,KAMBE-KIKOMANI DISP,4664,COAST,KILIFI,KALOLENI,KAMBE,KILIFI,KALOLENI,MBWAKA/KIKOMANI,AMKENI,4,PRIV,"(-3.84014000000, 39.62823300000)",Dispensary
127,SHAURI MOYO DISP,552,COAST,KILIFI,KIKAMBALA,JUNJU,KILIFI,KALOLENI,KURUWITU,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,"(-3.79522600000, 39.81987000000)",Dispensary
35,ADC DANISA DISP,522,COAST,MALINDI,MALINDI,CHAKAMA,KILIFI,KALOLENI,KISIKI CHA WANGIRIAM,AMKENI,4,PRIV,"(-3.06564200000, 39.33026700000)",Dispensary
94,TANK E DISP,555,COAST,MALINDI,MALINDI,CHAKAMA,KILIFI,KALOLENI,KISIKI CHA WANGIRIAM,DHMT,4,PRIV,"(-2.68598200000, 39.60267900000)",Dispensary
127,AISHABATI HAJI ABOO DISP,642,COAST,MOMBASA,ISLAND,GANJONI,MOMBASA,KISAUNI,KIZINGO(MOMBASA),DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,"(-4.06373800000, 39.67970400000)",Dispensary
132,BAKARANI GULSHAL DISP,3597,COAST,MOMBASA,KISAUNI,KISAUNI,MOMBASA,KISAUNI,KISAUNI,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,"(-4.02081500000, 39.70681500000)",Dispensary
227,SHANZU TT COLLEGE DISP,673,COAST,MOMBASA,KISAUNI,BAMBURI,MOMBASA,KISAUNI,BAMBURI,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,"(-3.97278700000, 39.68339400000)",Dispensary
228,SHREE CUTEH SAT SARIF SWAMINARA DISP,641,COAST,MOMBASA,ISLAND,GANJONI,MOMBASA,KISAUNI,GANJONI,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,"(-4.06479300000, 39.66717500000)",Dispensary
57,BURA NDOGO DISP,3314,COAST,TAITA TAVETA,TSAVO N. PARK,TSAVO N. PARK,TAITA TAVETA,WUNDANYI,TSAVO N. PARK,ILRI MKT CENTRE,4,PRIV,"(-3.08424400000, 39.17484100000)",Dispensary
70,MWATATE SISAL DISP,3815,COAST,TAITA TAVETA,MWATATE,MWACHABO,TAITA TAVETA,WUNDANYI,WUMARI/SECHU,ILRI MKT CENTRE,4,PRIV,"(-3.50334600000, 38.34106100000)",Dispensary
73,SERA DISP,2505,COAST,TANA RIVER,GARSEN,MWINA,TANA RIVER,GALOLE,SERA,DANIDA,4,PRIV,"(-2.12832000000, 40.12466000000)",Dispensary
134,MITUNGUU DISP,3716,EASTERN,CENTRAL MERU,NKUENE,MITUNGUU,MERU,NORTH IMENTI,KIRINDENE,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,"(-0.10198500000, 37.78670000000)",Dispensary
48,CPT MATTHEW L NDUVA DISP,2785,EASTERN,EMBU,RUNYENJES,KAGAARI NORTH,EMBU,RUNYENJES,KANJA,DHMT,4,PRIV,"(-0.37000000000, 37.52000000000)",Dispensary
65,GIKUURI DISP,4343,EASTERN,EMBU,RUNYENJES,RUNYENJES TOWN,EMBU,RUNYENJES,GIKUURI,DHMT,4,PRIV,"(-0.44645200000, 37.55436300000)",Dispensary
69,HURUMA DISP,4342,EASTERN,EMBU,MANYATTA,NGANDORI,EMBU,RUNYENJES,KARIARI,DHMT,4,PRIV,"(-0.42518800000, 37.47277400000)",Dispensary
70,ISOVYA DISP,2285,EASTERN,KITUI,CENTRAL,KYANGWITHYA WEST,KITUI,KITUI EAST,MBUSYANI(CENTRAL),1:50000 MAPS,4,PRIV,"(-1.39068000000, 37.97360000000)",Dispensary
94,MUTONGUNI DISP,4138,EASTERN,KITUI,KABATI,MUTONGUNI,KITUI,KITUI EAST,KAIMU,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,"(-1.18072000000, 37.98440000000)",Dispensary
130,KINYUI DISP,964,EASTERN,MACHAKOS,MATUNGULU,TALA,MACHAKOS,YATTA,KATINE,ILRI VILLAGES,4,PRIV,"(-1.27000000000, 37.32000000000)",Dispensary
151,NZAINI DISP,4706,EASTERN,MACHAKOS,YATTA,MAVOLONI,MACHAKOS,YATTA,KISIIKI,ILRI VILLAGES,4,PRIV,"(-1.07000000000, 37.43000000000)",Dispensary
36,GITARU DISP,803,EASTERN,MBEERE,GACHOKA,MAVURIA,EMBU,RUNYENJES,GICHICHE(MBEERE),DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,"(-0.77000000000, 37.73510000000)",Dispensary
37,KIAMBERE DAM DISP,3213,EASTERN,MBEERE,EVURORE,NDURUMORI,EMBU,RUNYENJES,IRIA-ITUNE,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,"(-0.58719900000, 37.87470000000)",Dispensary
33,UTUGI DISP,3952,EASTERN,MBEERE,GACHOKA,MBETI SOUTH,EMBU,RUNYENJES,GACHOKA,ILRI VILLAGES,4,PRIV,"(-0.62000000000, 37.53000000000)",Dispensary
40,YORDER FARM DISP,0,EASTERN,MBEERE,GACHOKA,MBETI SOUTH,EMBU,RUNYENJES,GACHURIRI,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,"(-0.71763700000, 37.48587200000)",Dispensary
47,GATUURU DISP,1080,EASTERN,NORTH MERU,LAARE,ANTUAMBUI,MERU,NORTH IMENTI,ANTUAMBUI,DHMT,4,PRIV,"(0.34414500000, 37.93286200000)",Dispensary
17,THANANTU FAITH  DISP,3446,EASTERN,THARAKA,NORTH THARAKA,GIKINGO,THARAKA - NITHI,MAARA,MUKOTHIMA,DHMT,4,PRIV,"(0.01000000000, 37.98000000000)",Dispensary
45,AL-NAS DISP,2514,N. EASTERN,GARISSA,CENTRAL,TOWNSHIP,GARISSA,BALAMBALA,TOWNSHIP(GARISSA),ILRI MKT CENTRE,4,PRIV,"(-0.44878100000, 39.64981800000)",Dispensary
48,BALICH DISP,4700,N. EASTERN,GARISSA,SANKURI,SANKURI,GARISSA,BALAMBALA,BALICH,SUBLOC CENTROID,4,PRIV,"(-0.18990300000, 39.51658100000)",Dispensary
51,DR. K BALARAMANI DISP,2515,N. EASTERN,GARISSA,CENTRAL,IFTIN,GARISSA,BALAMBALA,IFTIN,SUBLOC CENTROID,4,PRIV,"(-0.48110000000, 39.66315500000)",Dispensary
56,MEDINA DISP,4698,N. EASTERN,GARISSA,CENTRAL,TOWNSHIP,GARISSA,BALAMBALA,MEDINA,SUBLOC CENTROID,4,PRIV,"(-0.34765100000, 39.72751300000)",Dispensary
57,RAYA DISP,4697,N. EASTERN,GARISSA,SANKURI,RAYA,GARISSA,BALAMBALA,RAYA,SUBLOC CENTROID,4,PRIV,"(-0.29518300000, 39.69058500000)",Dispensary
691,KANGEMI GICHAGI DISPENSARY,0,NAIROBI,NAIROBI,WESTLANDS,KANGEMI,NAIROBI,KAMUKUNJI,GICHAGI,DISTRICT ESTIMATES,4,PRIV,"(-1.27111000000, 36.75124000000)",Dispensary
828,ST. MARY'S MEDICAL DISP,2689,NAIROBI,NAIROBI,EMBAKASI,KAYOLE,NAIROBI,KAMUKUNJI,KAYOLE,WAYUMBA,4,PRIV,"(-1.27384100000, 36.91358000000)",Dispensary
59,NYABISAWA DISP,1411,NYANZA,HOMA BAY,RIANA,SOUTH KABUOCH,HOMA BAY,RANGWE,KOGUTA(HBAY),ILRI VILLAGES,4,PRIV,"(-0.81000000000, 34.42000000000)",Dispensary
